eventStart,eventEnd,eventType,eventSampleSpeed,eventDurationSeconds,eventMilesDriven,eventStartLatitude,eventStartLongitude,eventEndLatitude,eventEndLongitude,eventGPSSignalStrength,eventStartSpeed,eventEndSpeed,memsMedianHorizontalNorm,gyro_angular_change_per_second,gyroAngleChange,mems_radius,is_ios,dv,aggression_score,angle_rate_ratio,curvature,turn_intensity
134535.55,139256.61,5.0,11.761831,4.7210627,0.013376248,41.790356,-87.86859,41.79051,-87.86845,10.714286,10.535987,9.193823,2.2714202,18.548481,88.304405,18.123484,0,1.3421640000000004,0.13084162624891377,0.20769950821574812,0.052291726758576,0.9699321002386384
328976.72,336316.16,5.0,35.369217,7.339438,0.058047976,41.81664,-87.864746,41.81671,-87.865845,12.755102,34.1357,29.460499,1.687265,7.2225914,53.2963,99.23665,0,4.675201000000001,0.2351289356547484,0.1330217970653617,0.009976390871003769,0.07205539490795033
298349.4,304181.28,4.0,17.716564,5.8318753,0.024650889,41.817257,-87.85995,41.817474,-87.86028,12.244898,12.884772,24.315536,1.8962514,13.930431,81.7932,25.471048,0,11.430764000000002,0.8116390142062364,0.1682557383939744,0.03777712163114962,0.5262515862613373
321349.78,324826.72,4.0,15.738451,3.4769378,0.013493666,41.805756,-87.58651,41.80593,-87.58662,1.5328679,11.7813835,19.62556,1.3699844,9.494949,33.35724,37.995712,0,7.8441765,1.2099069593274026,0.27635948056363085,0.025643845148923042,0.2434870018529217
281581.8,284008.47,4.0,17.614796,2.4266562,0.009790031,41.802547,-87.58648,41.80268,-87.58642,3.2968411,16.154812,19.328545,1.4548243,10.865139,26.75948,23.74363,0,3.1737329999999986,0.8395721241491789,0.3914028288714342,0.040414442020026975,0.4391085301550338
277633.94,280821.22,5.0,11.63088,3.1872814,0.010135637,41.802353,-87.586555,41.802494,-87.586525,2.5333261,8.111785,14.864274,1.6165265,13.1356735,42.34285,9.146288,0,6.752489000000001,1.186679043486809,0.3030643693250444,0.09855821163365361,1.2946284887635753
246485.53,251085.39,5.0,7.7591,4.5998597,0.007649539,41.800163,-87.5856,41.80022,-87.58571,3.0319476,6.9940343,10.293024,1.5380197,19.468254,90.25637,6.233544,0,3.298989700000001,0.3343983157351254,0.21333583617231325,0.13824482162547155,2.6913853015893734
238010.19,242537.62,4.0,5.43102,4.5274377,0.005006963,41.800182,-87.585335,41.800194,-87.58543,1.7825519,2.5441697,7.9274497,0.9655751,17.935736,81.85255,6.116501,0,5.383280000000001,0.5588152442378577,0.21647777889757164,0.14051849356867932,2.52030260376553
173538.03,179985.42,4.0,6.4651494,6.447391,0.01086778,41.800045,-87.58542,41.800163,-87.58533,3.346953,7.445166,4.5580053,1.0059364,14.175184,91.9064,1.9625666,0,2.887160700000001,0.17635791043963722,0.15257489258005905,0.33754515425914816,4.784764669931809
166945.78,172089.19,5.0,6.919808,5.1434064,0.006893582,41.79998,-87.58559,41.80004,-87.585495,4.03082,8.859826,6.2737503,1.2399218,16.852331,87.288795,7.7344766,0,2.5860757000000003,0.22169963192121211,0.19087734745955023,0.1144888292447884,1.929403646235654
158325.22,163396.12,4.0,11.282194,5.0709066,0.012370514,41.79959,-87.58562,41.799736,-87.585526,2.9847264,8.14375,13.322565,1.7524247,19.259855,98.36254,4.520227,0,5.178815,0.4535257811969184,0.19383416526992972,0.1811519707432321,3.488960689478893
133586.17,137498.08,5.0,10.633601,3.9119065,0.00883358,41.799458,-87.58719,41.799545,-87.58709,3.8501117,12.152343,10.893514,1.8941398,22.215368,87.70911,6.6289115,0,1.2588290000000004,0.1626986840731219,0.25042938656469443,0.13108029893910816,2.9119970784822975
172903.39,182284.97,4.0,19.885094,9.381578,0.043645814,41.792454,-87.58091,41.79271,-87.580246,2.3551402,17.623583,22.556856,1.9108144,11.039498,103.96779,7.603957,0,4.933273,0.17168063413179405,0.10517033844382168,0.11622559248029712,1.283072195735055
101034.125,106653.12,5.0,24.09053,5.6189923,0.027394835,41.79202,-87.5853,41.79233,-87.584984,1.7268672,24.00111,23.11936,1.4883149,7.9759927,45.106186,14.790797,0,0.8817500000000003,0.06619997309006362,0.17299181285565454,0.06332802581149008,0.5051038715778564
463433.56,478607.25,5.0,29.28716,15.173688,0.11411504,41.78887,-87.58509,41.7877,-87.58629,2.4778624,30.997713,29.607496,0.48752388,6.690226,101.75769,14.147639,0,1.3902169999999998,0.023520463188411268,0.06510681584998651,0.06601688883660352,0.4416679061337546
430333.84,442284.5,4.0,29.258516,11.950657,0.07986205,41.79265,-87.584404,41.791912,-87.58548,1.9726135,32.964577,28.341969,0.81096065,6.599388,79.10602,11.558389,0,4.622608,0.11189209205269644,0.08238317170170233,0.07962804783320536,0.5254963833338815
405491.0,411864.7,5.0,21.132391,6.3736877,0.029071659,41.792706,-87.58043,41.79254,-87.58089,3.4393592,19.555786,24.64109,3.0252643,14.6883135,94.15065,4.0506124,0,5.085303999999997,0.31603177491567286,0.15436902953369208,0.19799579155985123,2.9082242581117486
214829.89,220046.8,5.0,16.232857,5.2169065,0.017514793,41.896782,-87.61701,41.896633,-87.61675,2.4002807,14.525237,20.183868,1.5422758,10.918913,57.35853,20.622578,0,5.658631,0.4748886552690965,0.1871005489685912,0.04624795433735977,0.504977389837604
105391.56,113470.28,4.0,12.707654,8.078719,0.026349649,41.896896,-87.62185,41.896782,-87.62139,5.3855224,6.6652536,18.55743,0.7646418,10.628964,86.25347,4.983142,0,11.8921764,0.5179020009308029,0.12181709220275137,0.16713626385601413,1.7764853316200753
154278.55,159082.33,4.0,11.243034,4.8037815,0.012406387,41.79962,-87.58561,41.79976,-87.585495,3.6766067,6.978685,13.631631,2.244937,20.12628,97.40917,1.5852625,0,6.652946000000001,0.6318865778988716,0.20451630676287585,0.38680791602400144,7.78500442411554
126778.3,130834.99,5.0,11.43855,4.0566955,0.009138593,41.79952,-87.587166,41.79957,-87.58701,3.9457932,9.403364,14.34944,1.872885,21.636492,88.55634,6.6946774,0,4.946076,0.6053438992166641,0.24159642968884168,0.129959964273486,2.811877727323566
1135705.8,1141211.0,4.0,13.877511,5.5052505,0.015563535,41.84685,-87.6269,41.84682,-87.626625,2.3587735,7.1113086,19.897284,1.9670213,18.68324,103.5326,5.0966673,0,12.785975399999998,0.9898473778988335,0.1787312283440764,0.1640240398225437,3.0645005017741416
1091106.0,1096987.1,5.0,9.13797,5.8811255,0.012580036,41.84742,-87.62705,41.84728,-87.62692,2.263901,8.035872,8.910383,1.2861676,14.527308,85.961075,5.187884,0,0.874511,0.061316111592436585,0.16705529456713825,0.16160613224165157,2.3477020577632026
1075373.2,1079574.8,4.0,13.7993145,4.2015004,0.011713381,41.84751,-87.628204,41.84741,-87.628044,2.0512826,13.229864,15.459779,2.3032322,18.965712,80.37138,4.817575,0,2.229915,0.25892959680766303,0.2330759537321353,0.17189292789521407,3.260071765297396
1054148.4,1058422.4,5.0,11.941442,4.274,0.00965225,41.84919,-87.62836,41.8491,-87.628235,1.8068423,10.343784,13.522298,2.0758872,19.571955,84.35944,2.7079175,0,3.178514,0.3597264334944663,0.22928869964470242,0.26969316334573246,5.278422456810325
1039381.94,1044717.6,4.0,11.39,5.3356876,0.016109763,41.849327,-87.6293,41.84919,-87.62909,2.214674,11.873104,12.823156,1.2553523,14.849546,79.39037,4.568006,0,0.9500520000000012,0.07708356384797807,0.18471797057284348,0.1795975076176283,2.666941450853322
504689.3,518126.22,4.0,43.425877,13.436907,0.14429186,41.84776,-87.611496,41.848614,-87.61375,3.0921874,44.414745,45.247223,1.2234854,7.063112,95.162186,63.373375,0,0.8324779999999947,0.016901443509701797,0.07344999415882662,0.015534372712320891,0.10972101431686623
222217.25,228229.77,4.0,16.688852,6.012516,0.022538088,41.805775,-87.586525,41.80606,-87.58672,2.194656,12.187534,19.156729,1.4725415,6.548029,39.60588,87.96259,0,6.969194999999999,0.47271376497877077,0.16125814783474707,0.011240679930743923,0.0736042981662292
174841.05,177956.03,5.0,9.714103,3.1149845,0.005789883,41.802395,-87.58656,41.802475,-87.58653,5.029112,6.7726846,12.309963,1.5800734,11.310661,35.642216,41.248817,0,5.5372784,1.007192595402728,0.3086784107162078,0.02366930179370466,0.26771544869528535
142314.61,146262.72,5.0,6.195328,3.9481096,0.004467828,41.800167,-87.58562,41.800175,-87.5857,2.8525653,6.1265087,4.8446617,1.1050127,22.67255,90.33494,4.413917,0,1.281847,0.16340012745899726,0.24823523177438997,0.18470914866260418,4.187827408510326
132643.6,138004.31,4.0,5.5592227,5.360719,0.006194736,41.80021,-87.58535,41.8002,-87.585464,2.4607835,2.4728045,7.3658185,0.7752495,15.032756,81.13088,6.7249312,0,4.893013999999999,0.39422294152302517,0.18303415231883546,0.1294509910975,1.9460051631268895
97473.016,102725.07,4.0,6.6254625,5.252055,0.009139109,41.800056,-87.58538,41.800163,-87.58533,3.0310762,9.020829,4.1669407,1.0651032,15.910549,84.13937,5.7642436,0,4.853888300000001,0.4032699670903789,0.18687651787886145,0.14783618969606593,2.352154940132552
90301.21,95299.74,5.0,7.5793552,4.9985313,0.008557434,41.79995,-87.585594,41.800045,-87.58551,3.395524,9.648649,7.1029325,1.7662827,17.475393,87.98428,9.007772,0,2.545716500000001,0.22779616771619307,0.19638741809227428,0.0999223403570745,1.7461821672196371
82006.52,87620.836,4.0,11.5916605,5.6143126,0.01362276,41.799572,-87.585625,41.799732,-87.58551,3.416469,7.269586,15.3086605,2.2087407,18.359106,103.73875,13.746216,0,8.0390745,0.6043119304020761,0.1752847537325011,0.06781400733584805,1.2450045489636121
60418.434,64185.5,5.0,10.79202,3.7670665,0.008451482,41.79946,-87.58718,41.799538,-87.58708,4.092439,11.999654,10.833087,2.5317698,23.031013,87.59359,7.7445707,0,1.1665669999999988,0.1595529199633678,0.2599625209905141,0.1143566716202546,2.6337499907228152
468932.03,475487.5,5.0,12.371704,6.555469,0.017098047,41.463337,-87.04416,41.46355,-87.0443,2.4399192,10.974153,12.556647,0.8006269,10.159149,66.965935,8.072183,0,1.5824940000000005,0.09428365717659877,0.14947412994465534,0.11022705340048805,1.1198130593265148
151941.05,156432.0,4.0,13.157052,4.4909534,0.011218352,41.79957,-87.58558,41.79971,-87.5855,3.389101,10.388215,15.482033,2.3053408,21.709784,98.28389,6.065581,0,5.093817999999999,0.5352240262902028,0.21866371271310983,0.14153117769083676,3.0726112969336845
121771.48,125320.85,5.0,11.608261,3.549375,0.006133393,41.7995,-87.58718,41.79954,-87.58708,3.680827,10.772672,12.789589,2.4016962,24.808424,88.95292,4.5014925,0,2.0169169999999994,0.3016200429740773,0.2757934261611518,0.1817688563603422,4.509398858582466
232689.78,240476.17,4.0,26.461405,7.786391,0.05083573,41.792397,-87.5809,41.792725,-87.58017,1.419443,28.164547,29.060656,0.2768751,13.342327,104.37177,2.2718155,0,0.8961090000000027,0.04124359623575484,0.12662145658177706,0.30564070620730294,4.077958246728765
205274.03,217116.81,5.0,30.439096,11.842782,0.09301778,41.791904,-87.585304,41.792576,-87.5839,2.3492365,19.554066,38.010403,0.22055726,7.07328,84.0227,5.861442,0,18.456336999999998,0.4528609873623657,0.08319284144116806,0.14574195919749813,1.0308736851524796
198100.98,204585.92,4.0,10.604725,6.4849377,0.018636758,41.791588,-87.58553,41.791786,-87.58533,2.337421,6.748412,11.400393,0.3022115,11.860362,77.34339,1.7468461,0,4.651980999999999,0.28169505284973023,0.15138944076839156,0.3640538871107486,4.317810888640612
443144.84,449519.38,4.0,11.506858,6.3745317,0.020210616,38.63054,-90.362114,38.630333,-90.36235,3.228301,12.824707,8.076443,1.3666141,10.119854,64.87586,17.496916,0,4.748264000000001,0.29502745277334175,0.15362006659192,0.05406306651335823,0.5471103399074744
185354.44,188940.11,5.0,19.610737,3.5856721,0.011029424,38.630665,-90.30636,38.63057,-90.30652,0.85666656,18.75988,20.67149,2.8159883,13.965567,50.58176,3.042758,0,1.9116099999999996,0.28154215840679814,0.27074622889951794,0.24735588922215973,3.4544652437766494
647530.9,653125.06,4.0,15.565373,5.5941877,0.02041305,41.81818,-87.87267,41.818356,-87.87242,12.755102,17.179699,15.546732,2.2189035,17.977604,101.283356,23.526718,0,1.632966999999999,0.12341611105151029,0.1757627506864362,0.04077186356527604,0.7329804175185608
166347.28,175868.19,4.0,7.0060954,9.520906,0.017920192,41.81484,-87.872,41.81469,-87.87193,7.6530614,4.4962487,6.9792523,1.1139874,18.939455,181.07211,8.634656,0,2.4830036,0.08452008655738537,0.10402172523842337,0.10379197762743164,1.9657634896357483
153374.95,157342.03,5.0,11.005744,3.9670782,0.007919774,41.81504,-87.87141,41.81495,-87.87148,5.867347,12.236061,11.654456,2.1401458,20.93308,83.8736,11.061741,0,0.5816049999999997,0.07360748671300184,0.24663829506466087,0.08290677108719215,1.7354940717098801
138657.03,147067.3,4.0,11.077823,8.410266,0.022246668,41.815598,-87.87146,41.815327,-87.87152,6.632653,13.936134,7.8963976,1.0478958,11.565957,97.73161,25.995245,0,6.039736399999999,0.2476300735977762,0.11714543093139065,0.037043560819692505,0.4284442315674482
154655.05,162151.62,5.0,28.21075,7.4965787,0.047738302,41.792,-87.5853,41.792484,-87.58468,1.6859748,24.084143,28.326454,1.8317864,8.103545,61.042343,42.109184,0,4.242310999999997,0.20668447028815654,0.13061313625760393,0.02319691321459483,0.18797723009556389
249039.72,254254.86,4.0,11.730898,5.215141,0.013094818,41.79935,-87.60128,41.799435,-87.60149,2.838829,6.6788406,16.478592,1.8212736,15.532129,81.56476,17.80004,0,9.799751399999998,0.8228411007028104,0.1881205613629834,0.053191376188561304,0.8261753166482625
181422.81,188123.03,5.0,7.8736277,6.700219,0.012346639,41.795094,-87.60112,41.79521,-87.60124,2.0234826,13.652272,6.4249334,1.4048803,14.824455,99.864006,19.696846,0,7.2273386,0.41672053764672073,0.14697467994677904,0.048316540597538385,0.7162663818438809
74614.7,79612.984,5.0,21.27776,4.9982815,0.02355655,41.79528,-87.59238,41.795143,-87.59279,4.25373,20.778036,21.609365,1.294492,7.6606374,38.567486,70.58639,0,0.8313290000000002,0.07439467710668791,0.1936094044488952,0.013969135753318474,0.10701248379754867
68529.81,73310.805,4.0,18.307573,4.7809925,0.021037154,41.795513,-87.59184,41.79539,-87.59221,5.165283,16.037752,19.157139,1.0714308,7.572877,36.480156,58.138577,0,3.1193869999999997,0.29839542777460326,0.20205030630075285,0.016909436288938776,0.12805308115546982
26514.193,42813.504,4.0,17.592905,16.29931,0.07852907,41.794834,-87.58972,41.795517,-87.58973,4.326119,21.720446,19.703844,0.79695046,10.235713,167.20583,14.7072735,0,2.016601999999999,0.03064547547148762,0.0608523081512692,0.06366477288372167,0.6516543434479575
235657.73,241270.14,5.0,10.070179,5.6124067,0.013701896,41.791557,-87.59648,41.791462,-87.59669,2.3605266,11.171114,11.197522,0.58014894,14.663171,82.82662,10.096823,0,0.026407999999999987,0.0019861489256835746,0.1749226081166102,0.09011588271706235,1.3213845980962298
209148.14,213203.56,5.0,10.705303,4.055422,0.008311641,41.79324,-87.59659,41.793137,-87.59653,2.334535,9.366481,12.997513,1.5767471,19.44515,92.001335,14.57983,0,3.6310319999999994,0.44460669396572916,0.2090846330324183,0.06418555273067807,1.2480977006809446
147157.69,154689.33,4.0,7.2296796,7.531641,0.013618123,41.793312,-87.60137,41.793213,-87.60117,0.8419657,5.3675613,15.970686,1.5547556,10.250287,83.14006,12.24859,0,10.6031247,0.5129788417383488,0.12182409900824887,0.0754797302958277,0.7736888982148289
1426777.8,1430797.5,5.0,11.7800865,4.01975,0.013648218,41.88239,-87.62619,41.882267,-87.62638,21.593111,9.952721,13.710989,2.185914,20.158077,81.79487,2.8815463,0,3.7582679999999993,0.4663255169520713,0.24347012079371583,0.25762928552468894,5.193310975061665
1319802.0,1324564.1,4.0,7.7639394,4.762125,0.006818876,41.88444,-87.62614,41.88435,-87.62618,7.3026905,3.5323386,11.880538,1.5152967,18.577728,89.144806,9.320921,0,8.348199399999999,0.80332563764829,0.20608761418822066,0.09689057788544259,1.8000068017185675
1267042.4,1275136.2,4.0,13.615067,8.093875,0.026856184,41.884254,-87.62442,41.88447,-87.6248,2.9291186,9.199824,17.919739,1.4444267,9.345539,75.97932,16.252998,0,8.719915,0.3786844849967575,0.12140324180572133,0.05796094104920199,0.5416762350520181
303737.6,308047.22,5.0,14.157781,4.309625,0.015508518,41.873207,-87.61748,41.873047,-87.61731,1.0397775,7.8879924,19.682228,2.5149684,21.224545,92.23849,3.3862503,0,11.794235599999999,1.318288841694282,0.22763715928904468,0.2279851653700656,4.838881401729399
251099.72,256339.72,4.0,17.895733,5.2400002,0.019651614,41.873375,-87.6206,41.873196,-87.62034,2.37064,18.294924,20.074287,1.7509116,14.534798,76.684,6.5688667,0,1.779363,0.14834318534032848,0.18710156531589517,0.13212017593069778,1.9203400688771541
229872.5,235067.27,5.0,18.947645,5.194766,0.020421822,41.875603,-87.6209,41.875366,-87.6207,3.362414,16.504843,23.368797,2.417439,15.8768635,83.04935,11.624009,0,6.863954,0.5797294731779021,0.18889930142231914,0.07921413870981873,1.2576720675658581
897636.5,902995.7,4.0,12.65365,5.3591876,0.018434022,41.84688,-87.626915,41.84685,-87.62659,0.8658496,3.6780252,20.732443,2.0960388,18.82185,101.55138,15.804001,0,17.0544178,1.3746383578122665,0.18353580419883186,0.0595096370203739,1.1200814615519246
873266.9,878046.6,5.0,12.879081,4.7797503,0.014810964,41.84744,-87.62706,41.847267,-87.62692,2.2467723,6.7791433,18.647213,2.6488438,17.624746,84.88009,15.677821,0,11.8680697,1.1357226170816799,0.20522505274505418,0.059959871256562824,1.0567775010896205
850200.7,854546.0,4.0,13.703464,4.3453126,0.011432262,41.847504,-87.62819,41.847416,-87.62802,2.6002612,13.497222,14.971985,2.0929372,19.222458,84.223656,3.9476895,0,1.4747629999999994,0.16281360625115288,0.22555307883060072,0.20211454255567168,3.8851383054656115
826627.3,831552.06,5.0,11.33176,4.9247503,0.0125178,41.849216,-87.62836,41.84909,-87.62822,1.9762139,7.6036334,15.246584,1.8748852,16.7893,83.291084,8.547067,0,7.642950600000001,0.6993341391452377,0.19918239513920596,0.10474421097076202,1.7585819812514147
